age,education,marital_status,occupation,race,sex,native_country
18,12th,Never-married,Sales,White,Female,United-States
17,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
17,12th,Never-married,Sales,White,Female,United-States
20,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
17,12th,Never-married,Sales,White,Female,United-States
17,12th,Never-married,Sales,White,Female,United-States
17,12th,Never-married,Sales,White,Female,United-States
19,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
17,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
23,12th,Never-married,Sales,White,Female,United-States
18,12th,Never-married,Sales,White,Female,United-States
33,1st-4th,Never-married,Sales,White,Female,United-States
63,5th-6th,Never-married,Sales,White,Female,United-States
20,9th,Never-married,Sales,White,Female,United-States
20,9th,Never-married,Sales,White,Female,United-States
17,9th,Never-married,Sales,White,Female,United-States
33,9th,Never-married,Sales,White,Female,United-States
18,9th,Never-married,Sales,White,Female,United-States
29,9th,Never-married,Sales,White,Female,United-States
28,Assoc-acdm,Never-married,Sales,White,Female,United-States
22,Assoc-acdm,Never-married,Sales,White,Female,United-States
27,Assoc-acdm,Never-married,Sales,White,Female,United-States
39,Assoc-acdm,Never-married,Sales,White,Female,United-States
22,Assoc-acdm,Never-married,Sales,White,Female,United-States
51,Assoc-acdm,Never-married,Sales,White,Female,United-States
28,Assoc-acdm,Never-married,Sales,White,Female,United-States
20,Assoc-acdm,Never-married,Sales,White,Female,United-States
29,Assoc-acdm,Never-married,Sales,White,Female,United-States
23,Assoc-acdm,Never-married,Sales,White,Female,United-States
27,Assoc-acdm,Never-married,Sales,White,Female,United-States
20,Assoc-acdm,Never-married,Sales,White,Female,United-States
21,Assoc-acdm,Never-married,Sales,White,Female,United-States
24,Assoc-acdm,Never-married,Sales,White,Female,United-States
23,Assoc-acdm,Never-married,Sales,White,Female,United-States
50,Assoc-acdm,Never-married,Sales,White,Female,United-States
23,Assoc-voc,Never-married,Sales,White,Female,United-States
26,Assoc-voc,Never-married,Sales,White,Female,United-States
26,Assoc-voc,Never-married,Sales,White,Female,United-States
28,Assoc-voc,Never-married,Sales,White,Female,United-States
24,Assoc-voc,Never-married,Sales,White,Female,United-States
45,Assoc-voc,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
27,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
35,Bachelors,Never-married,Sales,White,Female,United-States
46,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
28,Bachelors,Never-married,Sales,White,Female,United-States
40,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
33,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
28,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
51,Bachelors,Never-married,Sales,White,Female,United-States
31,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
37,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
50,Bachelors,Never-married,Sales,White,Female,United-States
32,Bachelors,Never-married,Sales,White,Female,United-States
29,Bachelors,Never-married,Sales,White,Female,United-States
30,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
26,Bachelors,Never-married,Sales,White,Female,United-States
36,Bachelors,Never-married,Sales,White,Female,United-States
43,Bachelors,Never-married,Sales,White,Female,United-States
33,Bachelors,Never-married,Sales,White,Female,United-States
38,Bachelors,Never-married,Sales,White,Female,United-States
28,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
27,Bachelors,Never-married,Sales,White,Female,United-States
31,Bachelors,Never-married,Sales,White,Female,United-States
29,Bachelors,Never-married,Sales,White,Female,United-States
34,Bachelors,Never-married,Sales,White,Female,United-States
30,Bachelors,Never-married,Sales,White,Female,United-States
27,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
22,Bachelors,Never-married,Sales,White,Female,United-States
22,Bachelors,Never-married,Sales,White,Female,United-States
22,Bachelors,Never-married,Sales,White,Female,United-States
30,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
22,Bachelors,Never-married,Sales,White,Female,United-States
26,Bachelors,Never-married,Sales,White,Female,United-States
26,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
28,Bachelors,Never-married,Sales,White,Female,United-States
26,Bachelors,Never-married,Sales,White,Female,United-States
26,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
30,Bachelors,Never-married,Sales,White,Female,United-States
26,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
33,Bachelors,Never-married,Sales,White,Female,United-States
45,Bachelors,Never-married,Sales,White,Female,United-States
25,Bachelors,Never-married,Sales,White,Female,United-States
33,Bachelors,Never-married,Sales,White,Female,United-States
38,Bachelors,Never-married,Sales,White,Female,United-States
29,Bachelors,Never-married,Sales,White,Female,United-States
22,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
24,Bachelors,Never-married,Sales,White,Female,United-States
27,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
34,Bachelors,Never-married,Sales,White,Female,United-States
29,Bachelors,Never-married,Sales,White,Female,United-States
35,Bachelors,Never-married,Sales,White,Female,United-States
22,Bachelors,Never-married,Sales,White,Female,United-States
23,Bachelors,Never-married,Sales,White,Female,United-States
36,Bachelors,Never-married,Sales,White,Female,United-States
35,Bachelors,Never-married,Sales,White,Female,United-States
33,Bachelors,Never-married,Sales,White,Female,United-States
29,Bachelors,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
22,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
23,HS-grad,Never-married,Sales,White,Female,United-States
34,HS-grad,Never-married,Sales,White,Female,United-States
31,HS-grad,Never-married,Sales,White,Female,United-States
28,HS-grad,Never-married,Sales,White,Female,United-States
68,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
57,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
41,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
24,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
30,HS-grad,Never-married,Sales,White,Female,United-States
34,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
22,HS-grad,Never-married,Sales,White,Female,United-States
29,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
32,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
38,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
35,HS-grad,Never-married,Sales,White,Female,United-States
24,HS-grad,Never-married,Sales,White,Female,United-States
29,HS-grad,Never-married,Sales,White,Female,United-States
44,HS-grad,Never-married,Sales,White,Female,United-States
52,HS-grad,Never-married,Sales,White,Female,United-States
31,HS-grad,Never-married,Sales,White,Female,United-States
53,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
17,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
22,HS-grad,Never-married,Sales,White,Female,United-States
31,HS-grad,Never-married,Sales,White,Female,United-States
46,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
45,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
34,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
39,HS-grad,Never-married,Sales,White,Female,United-States
23,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
24,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
35,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
27,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
36,HS-grad,Never-married,Sales,White,Female,United-States
29,HS-grad,Never-married,Sales,White,Female,United-States
22,HS-grad,Never-married,Sales,White,Female,United-States
39,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
38,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
30,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
45,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
17,HS-grad,Never-married,Sales,White,Female,United-States
26,HS-grad,Never-married,Sales,White,Female,United-States
31,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
30,HS-grad,Never-married,Sales,White,Female,United-States
30,HS-grad,Never-married,Sales,White,Female,United-States
36,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
26,HS-grad,Never-married,Sales,White,Female,United-States
29,HS-grad,Never-married,Sales,White,Female,United-States
23,HS-grad,Never-married,Sales,White,Female,United-States
32,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
68,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
24,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
18,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
41,HS-grad,Never-married,Sales,White,Female,United-States
33,HS-grad,Never-married,Sales,White,Female,United-States
21,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
23,HS-grad,Never-married,Sales,White,Female,United-States
44,HS-grad,Never-married,Sales,White,Female,United-States
41,HS-grad,Never-married,Sales,White,Female,United-States
20,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
30,HS-grad,Never-married,Sales,White,Female,United-States
19,HS-grad,Never-married,Sales,White,Female,United-States
22,HS-grad,Never-married,Sales,White,Female,United-States
28,HS-grad,Never-married,Sales,White,Female,United-States
25,HS-grad,Never-married,Sales,White,Female,United-States
